KIC,dnu,dnu_err,numax,numax_err,metallicity,metallicity_err,radius
8827934,5.38,0.1,56.76,2.48,0.18,0.05,10.81
8761471,4.36,0.1,38.61,2.31,0.03,0.05,10.6
8826496,4.63,0.11,43.88,0.81,-0.08,0.06,10.98
9032691,4.1,0.1,35.31,0.87,-0.08,0.06,11.01
8964218,3.6,0.07,31.33,0.74,0.25,0.05,12.08
9658002,4.1,0.09,35.34,1,-0.06,0.06,10.55
9780183,3.78,0.08,30.49,0.77,0.01,0.05,11.04
9839918,5.13,0.31,47.44,1.39,0.27,0.05,9.56
9839246,4.58,0.11,44.27,0.99,0.15,0.05,11.04
9597214,4.57,0.11,43.27,1.1,-0.07,0.06,10.98
9536330,2.71,0.06,23.06,0.58,-0.01,0.06,15.92
9658793,4.45,0.1,40.5,0.98,-0.24,0.06,10.51
9658072,3.53,0.07,28,0.7,0.37,0.04,11.42
9597524,4.22,0.08,37.96,1.09,0.14,0.05,11.01
9535050,4.52,0.09,45.3,1.08,-0.02,0.06,11.75
9535399,5.75,0.11,58.26,1.56,0.25,0.05,8.88
9534934,5.21,0.11,45.6,1.81,-0.58,0.08,8.5
9412408,4.21,0.09,34.58,0.85,-0.16,0.06,10.29
9596639,3.71,0.08,30.49,0.89,0.03,0.05,11.45
9718024,4.07,0.1,33.76,0.81,-0.47,0.07,10.76
9838978,4,0.09,32.99,0.69,-0.05,0.06,10.67
9778288,5.14,0.09,58.34,1.15,0.13,0.05,11.65
9596106,2.65,0.06,21.48,0.69,-0.27,0.06,15.5
9472481,5.4,0.14,62.31,1.89,-0.14,0.06,11.29
9472076,10.21,0.2,123.77,2.48,0.12,0.05,6.21
9777536,4.67,0.09,45.42,0.89,0.11,0.05,10.76
9716866,3.73,0.09,32.05,0.83,-0.06,0.06,11.67
9656523,4.02,0.1,33.75,1.56,0.18,0.05,10.66
9470276,7,0.14,75.26,1.81,-0.02,0.06,7.96
9470055,1.28,0.03,8.69,0.63,-0.04,0.06,24.9
9532518,3.96,0.09,31.13,1.92,-0.22,0.06,10.44
9471284,4.28,0.09,40.49,1.42,0.09,0.05,11.56
9655101,7.91,0.16,109.57,7.82,-0.04,0.06,9.05
9775927,8.41,0.17,108.56,2.61,-0.14,0.06,8.23
9716522,4.85,0.1,54.1,1.31,0.02,0.05,12.27
9836930,5.88,0.1,74.41,1.6,0.29,0.04,11.43
9835626,5.4,0.11,53.91,1.5,0.13,0.05,9.41
9835436,3,0.07,24.58,0.59,-0.51,0.07,14.13
9652704,14.47,0.26,187.77,3.67,0.11,0.05,4.67
9714063,4.51,0.1,42.31,1.34,0.04,0.05,10.92
9713617,12.37,0.24,153.96,3.02,0.35,0.04,5.11
9529974,4.03,0.1,33.35,1.4,-0.05,0.06,10.6
9530396,6.76,0.12,83.08,2.49,0.37,0.04,9.38
9713083,4.58,0.1,41.7,1.97,0.01,0.05,10.71
9772366,6.75,0.14,75,3.54,0.24,0.05,8.21
9712888,4.01,0.09,33.09,1.29,0.14,0.05,10.57
9712510,3.72,0.08,33.4,1.11,0.08,0.05,12.12
9406638,4.31,0.09,39.39,1.29,-0.45,0.07,10.86
9406415,5.16,0.1,59.28,2.02,0,0.05,11.86
9591097,4.16,0.13,34.65,1.8,0.02,0.05,10.44
9711349,2.14,0.05,15.33,0.49,-0.22,0.06,16.78
9711231,5.11,0.11,46.93,1.14,-0.16,0.06,9.2
9711269,6.35,0.13,64.05,1.46,0.14,0.05,8.03
9711492,5.09,0.11,50.76,1.17,0.07,0.05,11.03
9650046,6,0.11,67.83,1.35,0.09,0.05,10.29
9650527,5.24,0.11,54.7,1.88,-0.13,0.06,10.92
9589638,4.37,0.11,39.35,0.97,-0.34,0.07,10.7
9650881,4.05,0.08,37.12,1.09,0.13,0.05,11.63
9589500,7.78,0.43,104.51,2.18,0.18,0.05,9.02
9282363,3.79,0.1,29.66,0.84,-0.08,0.06,10.73
9405269,4.22,0.08,37.84,0.8,0.21,0.05,10.94
9405555,2.46,0.06,17.86,0.8,-0.3,0.07,14.48
9405480,2.74,0.06,22.51,0.73,0.1,0.05,14.94
10282002,3.65,0.08,30.3,0.95,0.23,0.05,11.58
10083480,4,0.08,32.22,1.83,-0.38,0.07,10.69
9898999,3.95,0.09,35.77,0.91,0.02,0.05,11.64
9958522,4.09,0.09,36.66,0.98,0.11,0.05,11.31
10018923,4.34,0.09,40.84,0.93,0.18,0.05,10.99
10018973,4,0.09,32.85,2.04,0.26,0.05,10.56
9958567,3.28,0.11,25.29,0.91,-0.31,0.07,12.33
10018239,3.95,0.09,31.21,1.01,0.16,0.05,10.49
10213931,4.54,0.11,42.04,1.43,-0.05,0.06,10.36
10280586,3.81,0.08,31.46,1.15,0.11,0.05,11.08
10148026,6.33,0.12,70.84,2.11,0.01,0.05,9.89
10080974,4.56,0.14,41.46,0.87,-0.11,0.06,10.89
9957219,4.25,0.08,36,1.18,-0.1,0.06,10.39
10212620,4.87,0.11,48.78,1.2,0.22,0.05,10.8
10146348,5.94,0.12,70.03,2.92,0.09,0.05,10.45
10147072,6.13,0.11,69.08,3.12,0.09,0.05,10.2
9896174,18.14,1.28,246.26,7.58,-0.14,0.06,3.87
9835790,5.74,0.12,61.73,1.17,0.06,0.05,9.95
9956345,8.06,0.2,88.89,2,0.13,0.05,7
10145279,3.59,0.07,30.44,0.74,-0.31,0.07,12.22
10016093,3.77,0.08,31.24,0.67,-0.47,0.07,11.31
9893889,3.8,0.09,30.75,0.84,-0.06,0.06,10.9
9833073,3.62,0.08,31.87,1.05,-0.15,0.06,12.46
6762022,4.41,0.08,40.48,0.97,0.06,0.05,10.84
7184978,3.86,0.1,34.16,0.93,0.06,0.05,11.36
7018252,3.55,0.07,27.35,0.63,-0.22,0.06,11.31
7102068,5.89,0.16,55.73,1.55,-0.12,0.06,8.1
7266674,3.9,0.08,31.01,1.13,0.08,0.05,10.54
7429055,6.09,0.13,60.58,1.58,0.04,0.05,8.22
7347189,4.04,0.09,41.57,2.22,-0.12,0.06,12.63
7347195,3.49,0.07,28.82,0.7,0.09,0.05,11.83
6762612,4.33,0.09,40.14,1.38,0.1,0.05,11.3
6933666,3.88,0.09,34.42,1.8,-0.29,0.07,
6847371,2.75,0.07,20.31,0.69,0.11,0.05,13.58
7019157,3.43,0.08,27.68,0.8,-1.13,0.1,12.46
7103182,2.59,0.06,19.29,0.56,-0.19,0.06,14.33
7186542,4.25,0.09,41.17,1.05,0.11,0.05,11.61
7103297,4.36,0.1,38.6,0.99,0.07,0.05,10.56
7186274,4.02,0.09,32.41,0.98,0.03,0.05,10.4
7267593,5.06,0.11,47.11,1.23,-0.01,0.06,9.34
7103951,5.01,0.09,53.2,1.4,-0.04,0.06,
7103666,4.16,0.09,34.62,1.42,0.04,0.05,10.36
6934780,3.68,0.1,26.74,1.14,-0.31,0.07,10.81
7187059,5.64,0.12,54.61,1.14,0.03,0.05,8.76
6935260,4.59,0.12,42.66,0.97,-0.1,0.06,10.39
7020371,2.1,0.05,15.79,0.39,-0.11,0.06,17.92
7020392,4.04,0.09,31.96,1.39,-0.24,0.06,10.12
6850417,4.09,0.11,36.43,1.19,-0.06,0.06,11.29
6850177,4.58,0.08,45.23,1.01,0.03,0.05,11.04
6764685,10.02,0.2,121.67,2.38,0.24,0.05,6.21
6936990,4.18,0.09,39.09,1.26,0.28,0.04,11.35
6851499,5.6,0.11,51.9,1.27,-0.22,0.06,
6936796,3.28,0.09,22.52,1.12,0.23,0.05,11.95
6938892,3.9,0.14,31.07,1.02,0.17,0.05,10.7
6939158,3.36,0.07,28.93,0.91,0.08,0.05,12.9
6853266,3.68,0.1,29.96,0.87,-0.05,0.06,11.4
7024649,3.79,0.08,28.29,0.7,-0.13,0.06,10.61
7108501,4.8,0.09,51.28,1.35,-0.16,0.06,11.82
7108536,4,0.09,30.35,1.66,-0.22,0.06,10.15
7108646,3.75,0.11,30.81,1.73,-0.09,0.06,11.08
6854095,3.88,0.09,31.13,1.08,-0.28,0.07,10.81
6768319,5.58,0.13,53.61,1.09,0.01,0.05,8.76
6853779,1.61,0.07,11.43,0.36,-0.01,0.06,21.96
6854391,5.69,0.11,61.91,1.75,0.02,0.05,10.45
6768355,4.18,0.09,37.25,2.57,-0.01,0.06,11
6768654,5.2,0.12,50.29,1.59,-0.43,0.07,9.65
7109120,5.96,0.14,60.53,1.74,0.36,0.04,8.49
6940048,4.05,0.09,32.94,2.32,-0.25,0.06,10.49
7025721,4.34,0.08,37.88,0.9,-0.05,0.06,10.59
7191496,2.46,0.06,16.83,0.72,-2.06,0.13,15.02
7273672,2.71,0.07,21.36,0.62,-0.06,0.06,14.52
7191673,3.61,0.08,32.21,0.92,0.23,0.05,12.65
7273426,3.79,0.11,30.8,0.76,0,0.05,11.04
7273176,3.91,0.11,30.15,1.49,-0.34,0.07,10.56
6271732,4.04,0.09,32.57,0.68,-0.25,0.06,10.44
6429457,3.07,0.07,23.65,0.46,-0.02,0.06,12.85
6428974,4.58,0.09,41.24,2.01,0.11,0.05,10.3
6507794,16.03,0.38,205.33,4.29,-0.23,0.06,4.17
6591027,5.38,0.12,53.89,1.21,0.17,0.05,9.5
6591336,2.91,0.07,24.48,0.59,0.28,0.04,14.2
6590363,3.6,0.08,31.12,1.01,0.03,0.05,12.1
6590675,3.34,0.09,27.52,0.88,0.24,0.05,12.4
6508300,4.12,0.08,34.79,1.07,0.11,0.05,10.56
6676885,4.12,0.1,35.61,0.85,0.2,0.05,10.74
6508328,4.27,0.09,37.99,0.86,0.21,0.05,10.74
6508943,4.04,0.08,34.57,0.71,0.19,0.05,10.86
6676788,4.3,0.15,30,1.32,-0.49,0.07,
6191288,3.14,0.07,25.69,0.62,-0.3,0.07,13.37
6192431,4.09,0.08,35.29,0.79,0.12,0.05,10.87
6273063,3.64,0.07,31.8,0.71,0.36,0.04,12.14
6430534,3.58,0.07,28.4,0.85,0.07,0.05,11.29
6192043,8.48,0.21,108.55,3.1,0.06,0.05,8.12
6764382,3.44,0.07,29.57,0.93,0.12,0.05,12.52
6764229,6.07,0.12,60.33,1.48,-0.07,0.06,8.33
6849167,4.24,0.1,35.57,0.99,-0.15,0.06,10.4
6677653,5.97,0.72,71.56,1.55,0.23,0.05,11.21
6764026,7.6,0.21,81.83,2.24,0.13,0.05,7.27
6592627,4.8,0.09,45.59,1.23,0,0.05,10.17
6678428,4.25,0.09,34.56,1.07,0,0.05,9.98
6765032,1.37,0.05,7.32,0.4,-0.6,0.08,20.39
6678432,5.67,0.14,55.97,1.29,0.14,0.05,8.77
6593240,4.27,0.11,32.16,0.86,-0.1,0.06,
6509721,3.76,0.08,32.94,0.74,0.28,0.04,11.85
6431941,2.81,0.07,20.8,0.56,-0.49,0.07,13.38
6593623,4.15,0.08,37.99,0.83,-0.02,0.06,11.28
6765408,2.35,0.05,18.48,1.16,-0.14,0.06,16.18
6679278,4.12,0.09,34.89,0.95,0.05,0.05,10.61
6595127,3.95,0.1,34.35,1.25,0.45,0.04,
6680734,2.39,0.05,17.42,0.42,-0.38,0.07,15.57
6680386,3.92,0.09,31,1.34,-0.32,0.07,10.63
6594505,4.04,0.1,35.51,0.91,-0.3,0.07,11.42
6853465,7.41,0.17,85.58,1.8,-0.06,0.06,8.14
6681414,4.6,0.11,40.13,1.03,-0.19,0.06,9.69
6768042,2.96,0.06,22.94,1.12,-0.02,0.06,13.38
6681565,6.67,0.13,73.68,2.26,0.19,0.05,8.38
7674224,10.67,0.19,129.9,2.52,0.17,0.05,5.9
7672969,3.81,0.11,30.45,1.05,0.11,0.05,10.92
7744204,5.16,0.1,52.41,1.22,0.09,0.05,10.92
7813414,1.55,0.1,10.63,0.85,-0.07,0.06,20.17
7435143,6.16,0.13,62.93,1.32,0.27,0.05,8.29
7518352,7.43,0.18,75.93,1.69,-0.56,0.08,7.26
7352718,3.85,0.09,35.42,1.45,0.03,0.05,12.17
7518143,12.17,0.33,157.6,3.29,0.16,0.05,5.5
7189610,4.14,0.1,35.35,0.88,-0.02,0.06,10.75
7190047,3.94,0.11,30.48,0.73,-0.05,0.06,10.4
7272257,2.99,0.07,24.09,0.63,-0.25,0.06,13.7
7107940,2.63,0.05,22.99,1.63,-0.17,0.06,16.25
7596701,4.95,0.12,44.64,1.17,-0.23,0.06,9.29
7516687,4.06,0.09,35.1,1.08,-0.11,0.06,10.74
7597056,4.18,0.14,35.04,1.52,0.25,0.05,10.33
7597230,4.18,0.09,39.44,1.52,0.09,0.05,11.61
7188662,9.37,0.17,110.75,2.43,0.02,0.05,6.61
7188504,3.92,0.08,30.46,0.77,-0.23,0.06,10.32
7351098,8.82,0.17,120.91,5.08,0.28,0.04,8.09
7270142,5.42,0.11,52.62,1.48,0.08,0.05,9.06
7672292,5.57,0.14,52.45,1.16,-0.11,0.06,8.57
7671562,3.77,0.08,30.12,0.69,0,0.05,10.88
7596350,4.54,0.1,41.81,1.75,-0.51,0.07,10.79
7743176,3.71,0.1,30.12,1.27,-0.21,0.06,11.42
7672405,1.88,0.05,14.04,0.75,-0.45,0.07,19.8
7515137,6.7,0.14,68.26,2.09,0.18,0.05,7.58
7595285,3.78,0.08,29.39,0.62,-0.1,0.06,10.79
7515516,7.68,0.14,92.58,3.24,0.08,0.05,8.53
7595155,3.76,0.09,29.94,1.21,0.27,0.04,10.87
7431665,5.45,0.11,50.98,2.05,-0.11,0.06,
7349386,3.82,0.08,27.57,1.49,0.14,0.05,
7513379,9.03,0.16,108.49,2.39,-0.14,0.06,7.05
7593843,4.14,0.09,34.16,1.59,-0.1,0.06,10.24
7430868,5.64,0.13,52.81,1.55,-0.23,0.06,8.33
7430415,2.6,0.06,19.55,0.45,-0.2,0.06,14.58
7348314,7.84,0.19,84.91,2.23,0.03,0.05,7.02
7669105,3.82,0.11,27.55,1.23,-0.47,0.07,10.33
7668782,2.01,0.06,13.98,0.36,-0.37,0.07,17.37
7667657,4.39,0.09,43.86,0.97,-0.02,0.06,11.86
7428418,4.12,0.09,35.64,0.96,-0.05,0.06,10.92
7592356,3.95,0.09,31.13,1,-0.21,0.06,10.46
7592262,16.43,1.44,209.32,11.16,-0.03,0.06,4.05
7183922,3.33,0.07,29.02,1.13,-0.4,0.07,13.27
7346442,5.23,0.11,48.28,1.03,-0.24,0.06,9.13
7346365,5.28,0.1,51.94,1.05,0.03,0.05,9.58
7265189,8.43,0.17,85.01,1.78,-0.91,0.09,6.46
7591481,4.19,0.11,35.26,1.14,0.14,0.05,10.32
7591642,3.71,0.08,28.18,1.59,-0.21,0.06,10.72
7510604,4.09,0.1,33.87,0.76,-0.1,0.06,10.53
7591311,3.65,0.08,36.29,0.91,0.2,0.05,13.8
7667124,3.15,0.08,25.26,0.59,-0.22,0.06,12.82
7265075,3.93,0.09,31.9,0.72,-0.11,0.06,10.68
7345200,3.85,0.08,30.51,0.91,0.04,0.05,10.67
7345186,4.02,0.1,34.94,0.84,0.34,0.04,11.04
7264736,6.84,0.14,68.29,1.3,-0.29,0.07,7.55
7017044,3.96,0.12,31.72,0.7,-0.02,0.06,10.51
7100768,3.51,0.08,25.84,1.03,-0.23,0.06,11.08
8088198,4.11,0.09,36.49,0.91,-0.18,0.06,11.31
7950550,5.99,0.12,61,1.54,-0.19,0.06,8.84
8088244,4.17,0.1,30.63,1.63,-0.53,0.07,9.72
7880417,14.56,0.28,188.31,3.67,0.33,0.04,4.52
7949599,4.05,0.09,34,0.84,0.15,0.05,10.67
7811522,3.34,0.08,26.65,0.71,-0.42,0.07,12.13
7949585,4.48,0.1,40.45,1.18,-0.11,0.06,10.82
8087067,8.93,0.17,99.79,2.04,-0.02,0.06,6.52
7949258,4.02,0.09,34.27,0.89,0.25,0.05,10.96
8154541,4.22,0.09,39.87,1.05,0.11,0.05,11.58
8354896,8.28,0.15,95.28,2.36,-0.25,0.06,7.38
8154799,2.93,0.08,23.56,0.78,-0.16,0.06,13.8
7594865,3.88,0.11,30.96,0.89,-0.27,0.06,10.7
7670419,3.78,0.1,30.72,1.58,0.17,0.05,10.96
7670489,4.03,0.09,35.85,0.93,-0.32,0.07,11.27
8288164,4.12,0.12,30.69,0.69,-0.08,0.06,
8154383,6.35,0.13,65.8,1.34,0.16,0.05,8.35
8086192,7.04,0.14,74.87,1.93,0.02,0.05,7.74
7741179,3.94,0.08,27.04,1.37,-0.61,0.08,
7948086,4.45,0.1,42.37,1.22,0.01,0.05,11.13
8017159,0.64,0.07,3.08,0.13,-1.96,0.13,37.45
8085964,7.25,0.17,96.97,3.65,0.2,0.05,9.77
7948193,9.11,0.17,115.5,3.7,0,0.05,7.36
7809908,4.07,0.09,35.92,0.87,0.15,0.05,11.16
8016118,7.46,0.21,83.7,1.95,-0.01,0.06,8.14
8153309,3.35,0.07,29.19,1.49,-0.21,0.06,12.97
7947648,3.58,0.26,24.06,3.3,-0.16,0.06,
7808227,4.08,0.09,32.25,0.69,-0.21,0.06,10.17
7807614,3.85,0.08,31.7,0.76,0.15,0.05,10.94
5339687,3.67,0.15,26.48,0.6,-0.13,0.06,11.02
5339823,4.27,0.08,41.05,1.27,-0.21,0.06,11.82
5340189,14.63,0.3,187.99,4.26,0.07,0.05,4.61
5426041,5.01,0.1,50.8,1.16,0.11,0.05,10.29
5597965,5.52,0.14,54.92,1.68,-0.13,0.06,9.33
5597397,5.05,0.11,45.3,0.94,-0.36,0.07,9.15
5768953,1.57,0.09,11.54,0.75,-0.09,0.06,22.22
5685000,3.95,0.08,29.38,0.71,-0.32,0.07,10.22
5855568,4.21,0.08,36.61,0.81,-0.3,0.07,10.85
5770031,4.16,0.11,34.86,1.12,-0.17,0.06,10.62
5512910,4.24,0.09,39.98,1.33,-0.36,0.07,11.84
5427229,4.51,0.14,43.24,1.17,0.1,0.05,11.09
5512777,4.06,0.09,30.93,0.9,-0.24,0.06,9.98
5341131,5.7,0.11,63.34,2.47,0.09,0.05,9.85
5770923,6.92,0.13,80.83,1.54,0.04,0.05,9.1
5856931,1.19,0.1,7.61,0.5,-0.02,0.06,25.1
5770637,4.65,0.11,41.88,1.23,-0.2,0.06,9.93
5856737,11.89,0.32,143.45,3.07,0.01,0.05,5.14
5685237,9.29,0.18,104.71,2.35,-0.31,0.07,6.33
5598789,5.43,0.11,57,1.17,0.05,0.05,10.31
5685279,1.28,0.06,7.86,0.39,-0.48,0.07,23.3
5599763,3.77,0.08,32.04,0.69,0.24,0.05,11.5
5686036,4.28,0.09,37.52,0.97,-0.27,0.06,10.61
5428360,8.59,0.17,96.58,2.99,0.17,0.05,6.66
5514079,7.79,0.18,87.72,1.75,0.07,0.05,7.45
5342486,7.96,0.2,85.84,2.1,0.22,0.05,6.74
5857548,4.28,0.17,32.44,0.79,-0.26,0.06,9.84
5857724,2.32,0.05,16.69,0.79,-0.45,0.07,15.05
5857618,6.31,0.13,70.56,1.57,0.22,0.05,9.09
5771513,4.12,0.27,30.73,0.73,-0.48,0.07,10.22
5600739,14.36,0.43,189.25,3.63,0.15,0.05,4.8
5515314,10.74,0.21,133.42,3.18,0.34,0.04,5.97
5772710,3.78,0.12,33.61,1.81,0.29,0.04,11.8
5514974,4.05,0.09,32.85,0.9,-0.01,0.06,10.41
5773063,5.05,0.11,47.34,1.29,-0.19,0.06,9.53
5601827,7.19,0.14,79.37,1.88,-0.08,0.06,7.97
5602062,9.8,0.19,107.82,2.07,-0.12,0.06,5.85
5515939,4.09,0.09,29.43,1.4,-0.44,0.07,9.94
5515794,5.16,0.1,51.52,1.84,0.05,0.05,10.88
5430779,10.4,0.24,127.65,2.84,0.2,0.05,6.16
5602545,4.17,0.1,36.61,0.8,-0.19,0.06,11.14
5602690,3.84,0.09,31.76,0.73,-0.64,0.08,11.11
5688694,5.09,0.1,47.53,1.04,-0.08,0.06,9.41
5859492,4.03,0.08,35.68,0.72,0.24,0.05,11.24
5860093,5.52,0.11,50.28,1.03,-0.49,0.07,8.54
5517310,2.61,0.06,20.09,0.45,-0.3,0.07,15.1
5517118,3.84,0.08,31.55,1,0.15,0.05,10.99
5517442,4.03,0.1,36.31,0.8,-0.1,0.06,11.79
5689606,4.5,0.11,44.86,1.02,0,0.05,11.4
5689343,8.09,0.16,96.84,2.07,0.13,0.05,8.02
5689750,3.94,0.08,32.11,1.15,0.21,0.05,10.62
5944493,3.96,0.08,32.42,0.9,-0.27,0.06,10.98
5774558,5.15,0.16,48.19,2.28,-0.17,0.06,9.16
5774568,9.49,0.18,110.89,2.14,0.23,0.05,6.35
6026983,7.72,0.14,85.31,1.78,0.21,0.05,7.35
5774861,3.6,0.09,29.72,1.58,-0.19,0.06,11.62
4813971,3.96,0.09,34.51,0.87,0.19,0.05,11.27
4814198,4.82,0.1,49.7,1.02,0.13,0.05,11.21
5165979,6.6,0.13,72.12,2.51,0.01,0.05,8.39
5253296,3.42,0.11,30.19,1.18,-0.3,0.07,12.83
5078240,1.44,0.05,8.89,0.56,0.16,0.05,20.78
5253782,4.46,0.1,40.39,1.12,-0.05,0.06,10.83
4814689,8.03,0.16,86.61,2.05,0.08,0.05,6.88
4902641,7.91,0.16,98.09,2.14,0.06,0.05,8.38
4902701,4.15,0.09,35.51,0.78,-0.1,0.06,10.45
4903283,3.98,0.07,33.68,1.25,-0.22,0.06,11.3
4633907,3.81,0.08,30.37,0.66,-0.04,0.06,10.79
4634310,3.91,0.09,36.17,1.01,0.15,0.05,12.07
4634108,5.61,0.12,54.2,1.61,-0.05,0.06,8.72
5166068,9.52,0.2,99.2,2.77,-0.41,0.07,5.65
4991033,5.2,0.12,48.37,0.99,-0.08,0.06,9.14
5254812,8.41,0.17,89.39,1.73,-0.25,0.06,6.64
4904166,9.95,0.2,108.31,2.02,-0.29,0.07,5.76
4991425,3.52,0.08,25.61,1.34,-0.5,0.07,10.99
4991732,8.53,0.17,103.7,2.46,0.14,0.05,7.44
5167972,3.65,0.12,34.76,1.51,-0.2,0.06,13.24
5167473,4.03,0.09,31.55,0.64,-0.33,0.07,10.23
5256019,3.95,0.1,30.3,0.67,-0.29,0.07,10.24
5255835,7.74,0.17,78.08,1.75,-0.71,0.08,6.87
5430086,3.45,0.08,27.82,0.9,0.34,0.04,11.86
5257167,4.05,0.27,28.91,0.82,-0.71,0.08,10.18
5168707,3.14,0.08,23.33,0.47,-0.46,0.07,12.1
5168713,4.73,0.11,41.94,0.88,-0.37,0.07,9.66
5168382,17.05,0.32,214.94,4.07,-0.31,0.07,3.91
5080831,17.18,0.45,224.09,10.72,0.13,0.05,3.92
5344943,10.53,0.2,127.59,3.21,0.27,0.04,5.92
5431353,2.59,0.06,18.84,0.51,-0.59,0.08,14.31
5345094,12,0.23,147.17,2.95,0.12,0.05,5.26
6504978,15.4,0.31,206.95,4.51,0.21,0.05,4.62
6587865,1.38,0.04,8.07,0.4,-0.07,0.06,21.09
6505025,4.17,0.09,34.47,1.28,-0.03,0.06,10.31
6504840,5.36,0.12,49.86,1.02,-0.1,0.06,8.93
6188269,5.65,0.13,63.6,2.36,-0.11,0.06,10.29
6188215,8.52,0.24,113.73,3.06,0.03,0.05,8.26
6106895,3.83,0.1,31.68,0.8,-0.24,0.06,11.31
6347518,9.39,0.19,106.98,3.01,-0.26,0.06,6.44
5943448,4.28,0.11,35.06,1.79,-0.16,0.06,9.79
5858947,14.41,0.26,174.41,4.18,-0.89,0.09,4.48
6025641,9.95,0.19,120.84,2.43,0.3,0.04,6.34
6425652,3.75,0.11,27.87,0.76,-0.28,0.07,10.56
6425301,6.14,0.15,60.73,1.54,-0.1,0.06,8.12
6504725,3.82,0.11,33.5,1.28,0.25,0.05,11.58
6504411,4.01,0.09,28.63,0.75,-0.47,0.07,10.03
5858641,1.39,0.04,9.2,0.29,-0.06,0.06,23.33
5858034,4.39,0.09,38.33,0.85,-0.18,0.06,10.64
6025031,5.94,0.13,57.78,1.5,0.13,0.05,8.27
6346443,4.22,0.08,36.03,1.25,-0.08,0.06,10.62
6186435,3.93,0.09,32.26,1.66,0.32,0.04,10.69
6185790,4.65,0.11,42.05,1.02,-0.15,0.06,9.97
6104786,13.72,0.25,167.69,3.12,-0.37,0.07,4.72
6266772,4.55,0.14,44.2,0.97,-0.01,0.06,10.76
6424157,8.81,0.17,98.49,2.06,-0.02,0.06,6.59
6345474,4.13,0.12,33.13,0.81,0.02,0.05,10.16
6423690,4.03,0.1,33.64,0.92,-0.55,0.07,10.97
6345145,4.87,0.13,45.69,1.63,-0.09,0.06,9.79
6023638,5.98,0.13,60.07,1.66,-0.06,0.06,8.51
6103934,8.36,0.16,99.28,2.55,0.05,0.05,7.43
6185317,9.82,0.19,109.54,2.28,-0.02,0.06,5.89
5940587,8.97,0.18,103.01,2.24,-0.24,0.06,6.76
6501237,6.09,0.12,63.1,1.39,-0.13,0.06,8.83
6264398,3.98,0.09,31.3,0.69,-0.14,0.06,10.32
6343543,3.45,0.11,30.42,0.84,-0.34,0.07,13.49
6422994,4.48,0.09,43.51,1.04,-0.11,0.06,11.64
6344499,4.32,0.11,30.04,0.79,-0.72,0.08,
6421579,1.28,0.1,8.35,0.33,-0.04,0.06,24.36
6343222,7.36,0.14,78.32,2.03,0.19,0.05,7.3
6500038,5.37,0.11,50,1.16,-0.17,0.06,8.83
6183311,3.98,0.14,34.41,1.15,-0.17,0.06,11.47
5940068,8.35,0.17,90.39,1.8,-0.03,0.06,6.62
5940060,5.61,0.14,52.05,1.19,-0.36,0.07,8.46
6103082,16.08,0.4,233.93,11.7,-0.05,0.06,
6341990,10.82,0.2,123.12,2.76,-0.03,0.06,5.37
6263410,8.29,0.15,108.44,3.14,0.05,0.05,8.44
6262867,3.74,0.08,30.7,1.01,-0.37,0.07,11.1
6262706,5.66,0.15,59.45,1.65,-0.15,0.06,9.62
6181896,6.48,0.13,70.57,1.76,-0.44,0.07,8.88
6100524,8.29,0.17,85.07,1.81,-0.35,0.07,6.41
