KIC,dnu,dnu_err,numax,numax_err,metallicity,metallicity_err,radius
6101471,9.15,0.18,102.86,2.18,-0.17,0.06,6.49
6100831,3.54,0.08,25.19,1.13,-0.3,0.07,10.89
5938430,5.87,0.17,59.2,1.35,-0.11,0.06,8.66
5768075,9.7,0.18,120.82,2.88,0.42,0.04,6.48
5854149,4.33,0.08,41.03,1.12,0.17,0.05,11.34
5682548,3.68,0.1,30.41,0.75,-0.17,0.06,11.34
5937398,10.43,0.26,117.41,2.64,-0.08,0.06,5.53
5596344,4.05,0.08,34.09,0.87,-0.2,0.06,10.96
6844293,3.91,0.08,28.9,0.79,-0.28,0.06,10.28
7014958,6.25,0.12,66.15,1.97,0.18,0.05,8.66
6929729,6.06,0.12,64.86,2.09,0.08,0.05,9.03
6844373,5.78,0.15,55.06,1.57,-0.05,0.06,8.41
6587345,4.01,0.15,31.74,0.81,0.17,0.05,10.44
6587245,2.78,0.08,24.94,0.87,-0.04,0.06,16.35
6587665,5.63,0.12,55.17,2.2,-0.22,0.06,8.8
6672662,4.35,0.11,39.58,1.88,-0.1,0.06,11.09
6586554,5.34,0.11,54.42,1.87,0.11,0.05,10.22
6843557,4.81,0.11,48.39,1.03,0.14,0.05,10.67
6843705,3.46,0.1,30.14,0.93,-0.32,0.07,12.95
6587049,4.02,0.09,35.45,0.85,-0.19,0.06,11.45
7098412,1.19,0.05,7.05,0.36,-0.69,0.08,23.96
6928997,10,0.22,121.76,2.44,0.17,0.05,6.34
7014894,6.4,0.12,73.9,1.8,0.13,0.05,9.91
6929280,4.02,0.09,33.67,0.72,0.08,0.05,10.7
7098252,3.24,0.06,24.31,0.65,-0.24,0.06,12.01
6502960,2.3,0.05,16.59,0.99,-0.59,0.08,15.31
6502831,4.09,0.1,27.36,0.83,-0.77,0.08,
6502800,7.47,0.16,80.12,1.71,0.07,0.05,7.37
6502765,3.77,0.08,28.91,1.05,-0.28,0.06,10.52
6842824,3.92,0.08,33.52,1.44,-0.14,0.06,11.09
6842918,4.45,0.1,37.82,1.62,-0.08,0.06,9.97
7014001,4.5,0.09,41.39,1.49,-0.02,0.06,10.84
6842204,14.03,0.26,179.2,3.45,0.23,0.05,4.68
6585816,5.88,0.15,63.37,1.77,0.28,0.04,9.13
6756908,3.44,0.07,27.61,1.45,0,0.05,11.92
6756648,6.65,0.11,83.01,3.78,0.1,0.05,10.24
6756579,3.88,0.07,38.53,0.77,-0.2,0.06,13.59
6757332,6.48,0.13,64.14,1.34,-0.25,0.06,7.87
6757558,11.22,0.21,131.38,2.35,0.01,0.05,5.43
6501869,4.13,0.1,33.44,0.88,-0.15,0.06,10.31
6501676,4.77,0.1,43.44,1.03,-0.2,0.06,9.77
6584555,13.33,0.25,171.54,3.42,0.31,0.04,4.97
6756017,3.98,0.12,32.98,1.32,-0.07,0.06,10.82
6841449,4.84,0.1,44.19,0.92,-0.22,0.06,9.72
6755907,4.79,0.1,43.41,0.93,-0.16,0.06,9.67
6755830,4.48,0.09,42.7,1.51,0.14,0.05,10.94
6841322,3.6,0.11,30.98,1.19,-0.35,0.07,12.1
6755958,4.87,0.11,43.09,0.94,-0.49,0.07,9.43
6584091,4.12,0.11,34.37,1.07,0.13,0.05,10.47
6755373,5.14,0.12,50.26,1.21,-0.07,0.06,9.72
6500623,1.98,0.05,14.81,0.55,0.02,0.05,18.87
6583850,4.5,0.11,32.26,1.95,-0.75,0.08,
3323943,4.02,0.08,33.04,1.28,-0.19,0.06,10.62
3217051,4.2,0.08,37.14,1.08,0.24,0.05,10.82
3216467,3.77,0.09,31.61,1,0.35,0.04,11.26
3096473,4.16,0.12,36.17,1.64,-0.11,0.06,10.35
3216638,2.49,0.08,18.99,0.74,-0.14,0.06,15.05
3424384,4.15,0.15,29.56,2.09,-0.37,0.07,9.82
3526625,4.19,0.09,35.27,1.93,0.05,0.05,10.44
3526061,10.64,0.23,127.52,2.79,0.17,0.05,5.81
3424105,5.13,0.1,51.65,1.21,0.18,0.05,9.97
3323401,4.04,0.11,32.31,1.17,0,0.05,10.33
3425675,4.04,0.1,32.04,1.04,-0.15,0.06,10.34
3527032,4.5,0.13,43.01,1.18,-0.19,0.06,10.96
3425476,4.4,0.09,40.24,1.02,0.02,0.05,10.86
3098716,4.15,0.1,30.75,1.64,-0.46,0.07,9.84
3098045,4.13,0.09,34.46,0.72,-0.24,0.06,10.64
2970396,3.81,0.09,30.43,0.71,-0.06,0.06,10.76
3527708,1.48,0.03,8.96,0.46,-0.17,0.06,20.37
3527891,3.49,0.08,30.97,1.43,0.01,0.05,12.78
3426898,6.51,0.13,63.49,1.22,-0.35,0.07,7.81
3730854,4.58,0.11,44.45,1.44,0.11,0.05,10.58
3427629,3.76,0.09,30.6,0.96,0.3,0.04,11.04
3529597,4.89,0.11,53.75,1.83,0.09,0.05,11.84
3529276,5.58,0.11,57.52,1.21,-0.21,0.06,9.65
3427850,3.44,0.08,26.76,0.68,-0.27,0.06,11.74
3529480,4.58,0.11,43.28,1.51,0.11,0.05,10.79
3528656,2.66,0.06,20.83,0.5,-0.43,0.07,15.07
3529097,3.89,0.1,34.26,0.87,0.17,0.05,11.6
3631092,13.94,0.25,191.53,6.22,-0.05,0.06,5.22
3631402,4.85,0.09,46.33,1.21,0.12,0.05,10.29
3326790,3.58,0.08,26.29,0.56,-0.18,0.06,10.95
3530520,3.9,0.08,35.21,1.98,0.31,0.04,11.62
3429738,5.88,0.14,55.83,1.38,-0.24,0.06,8.25
3530823,4.61,0.09,45.55,1.19,-0.06,0.06,11.27
3531478,17.11,1.18,242.16,4.64,-0.07,0.06,
3532113,4.92,0.1,46.14,1.35,-0.17,0.06,9.75
3430048,3.39,0.12,35.7,1.63,0.12,0.05,15.81
3222670,4.05,0.1,34.73,1.84,-0.26,0.06,11.13
3222220,3.7,0.08,30.5,0.82,0.04,0.05,11.47
3633057,5.22,0.1,49.91,1.36,-0.27,0.06,9.56
3633152,3.94,0.1,32.75,0.88,-0.34,0.07,10.7
3532734,11.92,0.24,151.11,5.17,-0.14,0.06,
3222834,13.87,0.33,169.04,3.27,-0.08,0.06,4.51
3432732,6.34,0.11,79.1,2.1,0.22,0.05,10.61
3103685,2.25,0.05,16.94,0.5,0.18,0.05,16.49
3634720,3.88,0.11,38.51,1,0,0.05,13.48
3839310,1.91,0.05,13.09,0.35,-0.48,0.07,18.03
3736477,3.91,0.11,28.93,0.72,-0.51,0.07,10.14
3736401,4.01,0.09,32.38,1.21,0.01,0.05,10.47
2422635,9.16,0.21,103.52,5.49,-0.03,0.06,6.36
2140446,5.63,0.14,57.83,1.08,0.23,0.05,9.2
2283075,6.45,0.13,67.57,1.48,0.13,0.05,
2422073,3.24,0.08,26.87,0.89,0.01,0.05,12.83
2831788,5.44,0.11,53.73,1.2,0.05,0.05,9.28
2693261,3.87,0.08,35.1,1.18,0.14,0.05,12.04
2832426,4.81,0.1,46.08,1.27,-0.14,0.06,10.27
2554924,3.94,0.08,33.97,0.82,0.19,0.05,11.23
2423824,2.78,0.05,22.81,1.5,-0.32,0.07,15.77
2284330,3.39,0.2,29.23,1.4,-0.2,0.06,13.35
2142095,3.71,0.08,28.83,0.74,-0.37,0.07,11.05
2141928,4.02,0.11,34.49,0.98,0.1,0.05,10.94
3100193,3.46,0.07,30.19,0.81,0.39,0.04,12.42
2834230,7,0.12,88.72,3.76,-0.09,0.06,9.61
2695267,3.9,0.14,29.56,0.66,-0.35,0.07,10.32
3100053,3.94,0.11,29.65,0.98,-0.12,0.06,10.37
2424934,3.9,0.09,33.8,0.89,-0.16,0.06,11.62
2285898,3.84,0.08,25.93,1.69,-0.24,0.06,
2424822,8.08,0.19,93.09,2.67,0.01,0.05,7.36
2835720,5.92,0.12,59.86,1.35,-0.1,0.06,8.81
2696115,2.3,0.05,20.26,0.59,0.18,0.05,19.11
2695975,1.52,0.03,10.75,0.32,-0.12,0.06,23.15
3101090,3.89,0.1,32.88,1.43,-0.06,0.06,11.18
3100505,3.95,0.1,34.12,1.51,-0.05,0.06,10.86
2696732,8.28,0.16,91.29,2.36,-0.17,0.06,6.91
2697082,3.29,0.09,31.76,0.88,0.07,0.05,15.19
2696628,1.54,0.04,10.37,0.28,0.01,0.05,21.39
2425631,2.55,0.06,20.84,0.49,-0.13,0.06,16.27
2836038,4.12,0.12,37.1,0.87,0.23,0.05,11.2
2973894,4,0.13,28.72,1.16,-0.82,0.08,9.83
2697501,5.18,0.26,53.23,3.02,0.27,0.05,11.11
2975717,3.36,0.09,28.27,0.92,-0.02,0.06,12.42
3102479,4.25,0.11,39.49,1,0.19,0.05,11.28
4249357,5.11,0.1,48.22,1,-0.09,0.06,9.47
4249128,4.46,0.1,41.7,1.03,0.18,0.05,10.97
3942203,4.21,0.1,34.92,0.84,-0.11,0.06,10.18
3838180,5.83,0.13,58.09,1.89,-0.06,0.06,8.71
3941538,3.58,0.08,25.4,1.41,0.11,0.05,
3940854,5.5,0.11,58.01,1.78,0.3,0.04,9.59
3838075,4.2,0.09,37.28,1.16,0.08,0.05,10.89
4042951,4.11,0.09,32.1,0.77,-0.55,0.07,10.17
4143460,4.23,0.09,39.65,1.22,-0.31,0.07,11.59
3733028,13.11,0.26,179.8,3.45,0.03,0.05,5.57
3631821,5.5,0.11,58.26,1.43,-0.11,0.06,10.45
3734104,5.85,0.14,58.4,1.9,0.02,0.05,8.6
4350501,11.03,0.24,143.83,3.69,-0.2,0.06,6.12
4141815,4.6,0.09,43.56,0.93,-0.03,0.06,10.88
3835996,5.02,0.1,46.25,1.05,-0.27,0.06,9.48
4041405,2.58,0.06,18.81,0.43,-0.57,0.08,14.46
4140726,4.91,0.1,49.96,1.29,0.03,0.05,10.65
4348593,5.08,0.1,63.68,3.97,0.04,0.05,13.12
3938291,9.31,0.17,115.1,2.94,-0.11,0.06,7.02
4039306,4.19,0.11,33.74,0.99,-0.14,0.06,10.08
4039831,1.11,0.03,7.2,0.22,0.14,0.05,28.09
4244973,4.7,0.12,51.29,1.72,0.25,0.05,12.35
4139914,4.24,0.13,37.55,0.96,-0.13,0.06,10.94
4139784,4.85,0.13,48.1,1.01,0.11,0.05,10.45
4040211,4.21,0.08,38.57,1.06,-0.29,0.07,11.24
3936921,3.51,0.1,26.78,0.9,0.06,0.05,11.31
3937217,3.71,0.07,29.15,0.84,-0.22,0.06,11.02
4243796,4.26,0.08,38.27,0.94,0.14,0.05,10.86
4243803,1.83,0.04,16.4,0.62,0,0.05,24.53
4346893,3.93,0.08,32.93,1.11,0.28,0.04,10.9
4346319,4.66,0.09,45.06,1.07,0.15,0.05,11.01
3833819,12.34,0.22,155.21,3.25,-0.06,0.06,
3730125,1.29,0.1,8.5,0.69,-0.27,0.06,23.86
3833399,4.13,0.09,37.8,0.87,-0.04,0.06,11.4
3729799,4.1,0.09,37.46,0.79,-0.33,0.07,11.56
3834190,4.02,0.09,33.94,1.78,0.16,0.05,10.75
4242705,1.92,0.04,13.31,0.68,-0.34,0.07,17.57
4445711,4.24,0.09,36.07,0.99,-0.29,0.07,10.59
4241369,5.72,0.11,61.18,2.16,-0.02,0.06,10.22
4345370,4.03,0.09,31.81,0.69,-1.03,0.09,10.35
4445549,15.98,1.16,200.21,4.45,-0.42,0.07,3.94
3935987,2.59,0.06,20.63,0.52,0.21,0.05,15.1
3934458,4.25,0.09,36.91,0.89,-0.11,0.06,10.72
4136374,5.14,0.11,52.36,1.4,0,0.05,10.82
4036300,4.37,0.09,38.6,0.92,-0.07,0.06,10.68
4036007,4.37,0.09,37.76,0.83,-0.41,0.07,10.46
5084662,4.49,0.1,41.17,0.84,-0.3,0.07,10.91
5172229,4.36,0.1,39.86,0.88,-0.38,0.07,10.8
4821839,2.36,0.05,19.56,0.94,0.14,0.05,17.09
4548615,0.77,0.03,3.94,0.21,-0.53,0.07,31.45
4548564,5.98,0.13,56.47,1.32,-0.33,0.07,8.09
4640537,4.04,0.1,34.21,0.86,0.12,0.05,10.76
4640930,13.38,0.3,179.53,7.66,-0.06,0.06,5.28
5083936,4.23,0.1,34.8,1.05,-0.39,0.07,10.35
4995788,13.4,0.26,166.08,3.3,0.19,0.05,4.73
4546625,4.09,0.09,34.07,0.88,0.03,0.05,10.53
4448636,3.97,0.1,33.78,0.82,0.25,0.05,10.95
4908025,1.23,0.03,7.85,0.22,0.07,0.05,25.18
4995218,1.81,0.05,13.29,0.93,-0.06,0.06,
4545474,3.93,0.1,37.47,0.88,0.14,0.05,12.28
4638317,3.4,0.08,27.9,0.93,-0.32,0.07,12.2
4818830,4.62,0.1,40.93,1.02,-0.25,0.06,10.17
4906950,5.23,0.1,53.73,3.06,0.09,0.05,9.57
4637793,4.01,0.1,35.5,0.83,-0.16,0.06,11.33
4818420,4.54,0.13,40.7,1.19,-0.27,0.06,10.1
4818312,4.89,0.11,44.28,1.03,-0.37,0.07,9.6
4636731,2.89,0.06,23,0.65,-0.1,0.06,13.83
4729586,3.53,0.08,29.64,0.79,-0.29,0.07,12.22
4543229,3.18,0.09,25.67,0.71,-0.28,0.06,12.74
4446405,5.76,0.14,60.97,2.1,-0.13,0.06,9.38
2437965,1.25,0.04,7.75,0.41,0.28,0.04,23.35
2438051,3.27,0.37,32.81,3.12,0.27,0.04,12.74
2438333,6.31,0.2,61.56,4.39,0.24,0.05,7.65
2570715,3.43,0.08,29.04,1.33,-0.29,0.07,12.5
1864855,10.42,0.19,127.42,3.25,-0.05,0.06,6.16
2013502,5.68,0.12,61.24,1.36,0.04,0.05,10.11
2444348,3.25,0.07,30.05,1.24,0.11,0.05,
2303367,4.11,0.1,33.59,0.74,0.12,0.05,10.24
2303101,13.54,0.29,164.75,4.9,0.16,0.05,4.59
2304765,0.96,0.03,7.23,0.58,0.25,0.05,35.62
2305930,3.9,0.08,29.3,0.93,-0.59,0.08,10.16
2018392,3.76,0.11,33.53,0.74,-0.13,0.06,12.13
2307683,4.31,0.09,40.09,0.95,-0.21,0.06,11.2
1725552,1.22,0.03,8.09,0.74,0.06,0.05,26.09
1726211,3.7,0.08,31.08,1.09,-0.61,0.08,11.98
2448225,3.95,0.09,36.02,1.32,0.18,0.05,11.89
2579661,11.06,0.28,141.12,3.74,-0.13,0.06,6.02
2449703,3.96,0.1,32.07,1.04,0,0.05,10.52
2309469,3.48,0.08,27.94,0.59,0.14,0.05,11.79
2996112,3.92,0.08,33.22,1.2,-0.06,0.06,11.09
1864183,5.48,0.11,54.88,1.14,0.13,0.05,9.32
1719297,1.2,0.03,7.51,0.29,-0.11,0.06,25.08
1720425,3.79,0.12,28.67,1.64,-0.18,0.06,10.8
1572175,5.25,0.12,56.18,1.61,-0.06,0.06,10.35
1162746,3.82,0.08,27.98,0.97,-0.49,0.07,10.28
1432587,1.08,0.03,5.73,0.23,-0.26,0.06,24.33
1433730,4.05,0.09,40.12,0.95,-0.08,0.06,12.58
1576469,7.32,0.16,88.63,2.18,0.1,0.05,8.93
1433593,6.24,0.12,67.46,1.86,0.07,0.05,8.93
1435573,3.69,0.11,26.83,1.68,0.05,0.05,10.98
1725732,0.66,0.04,3.22,0.17,-0.01,0.06,34.88
3121940,3.73,0.08,27.75,0.95,-0.24,0.06,10.57
2995197,1.53,0.05,10.28,0.35,-0.01,0.06,21.42
2994493,0.74,0.03,3.99,0.38,-0.02,0.06,33.53
3122548,3.9,0.16,34.77,1.13,-0.11,0.06,11.83
3120486,10.51,0.2,137.11,3.1,0.18,0.05,6.53
3120585,8.39,0.14,101.7,2.37,0.01,0.05,7.66
3346501,2.69,0.06,20.95,0.61,0.12,0.05,14.24
2993958,4.79,0.14,49.04,3.21,0.11,0.05,11.18
2714397,4.14,0.09,32.92,0.65,-0.54,0.07,10.07
2579142,0.93,0.03,5.34,0.14,-0.15,0.06,30.61
2854297,3.14,0.54,32.88,2.37,-0.2,0.06,12.87
3237572,3.63,0.08,34.25,1.31,0.1,0.05,12.89
3118806,2.68,0.06,19.57,1.2,0.22,0.05,13.76
3444374,5.7,0.12,56.02,1.18,0.06,0.05,8.79
2988638,7.72,0.21,91.21,2.2,0.11,0.05,8.28
2988988,4.26,0.08,38.32,0.81,0.12,0.05,10.96
3114408,3.42,0.07,29.88,0.96,0.04,0.05,12.94
3231503,4.28,0.08,42.56,0.89,0.14,0.05,12.13
2847978,1.49,0.04,9.23,0.64,-0.2,0.06,20.43
2569618,5.62,0.14,55.55,3.43,0.22,0.05,8.39
2570214,3.31,0.23,32.01,2.58,0.18,0.05,13.22
2569945,3.71,0.09,31.82,3.1,0.3,0.04,11.44
3110460,1.34,0.05,7.9,0.54,-0.16,0.06,21.41
2569055,4.04,0.2,32.19,2.42,0.28,0.04,
2435987,4.15,0.08,38.89,2.72,0.22,0.05,
2568912,11.14,0.2,128.35,2.59,-0.17,0.06,5.37
3956513,3.16,0.61,33.06,1.99,-0.23,0.06,13.25
3748691,4.25,0.09,38.83,1.18,0.04,0.05,11.16
3955590,2.75,0.07,20.12,0.78,0.11,0.05,13.46
4057744,2.9,0.06,26.02,1.21,-0.06,0.06,15.54
4057076,4.58,0.09,42.01,0.95,-0.05,0.06,10.49
4157282,1.89,0.04,14.63,0.49,-0.07,0.06,20.63
4262505,7.94,0.19,87.86,1.67,-0.2,0.06,7.37
3747777,4.41,0.09,43.57,0.92,0.03,0.05,11.49
3545147,5.25,0.11,54.84,1.41,0.04,0.05,10.23
3646933,1,0.02,6.28,0.67,0.03,0.05,29.35
3747860,4.02,0.09,36.42,0.8,-0.31,0.07,11.63
4056266,7.27,0.14,87.4,2.46,-0.06,0.06,
3849996,3.87,0.08,28.54,1.14,-0.63,0.08,10.15
3849027,3.71,0.14,26.6,0.66,-0.35,0.07,10.76
3443483,10.68,0.19,132.77,3.35,0.01,0.05,6.12
3645232,1.41,0.04,8.47,0.28,-0.73,0.08,21.43
3543722,2.51,0.06,18.15,0.45,-0.27,0.06,14.44
3339894,3.37,0.06,29.59,1.09,-0.36,0.07,13.37
3847071,6.09,0.13,61.37,1.37,-0.16,0.06,
3642038,4.26,0.08,40.57,0.77,-0.17,0.06,11.58
3847697,4.86,0.11,45.39,0.98,-0.1,0.06,9.87
3453419,4.63,0.1,45.56,1.35,0.18,0.05,11.02
3858714,5.07,0.1,50.23,2.01,0.13,0.05,10.28
3756174,9.44,0.17,109.42,2.23,0.25,0.05,6.26
3860176,6.63,0.12,75.32,1.85,0.12,0.05,9.17
3756737,3.71,0.09,30.74,1.5,0.23,0.05,11.28
4168909,11.62,0.24,141.93,2.7,0.28,0.04,5.37
3760337,4.24,0.08,37.96,0.96,0.11,0.05,10.96
3658136,1.36,0.03,8.15,0.53,-0.11,0.06,21.73
4377436,3.31,0.15,28.81,1.03,0.28,0.04,12.32
4070631,0.9,0.04,4.83,0.19,-0.3,0.07,28.32
3662233,0.67,0.12,4.25,0.15,-0.29,0.07,37.7
3866844,3.93,0.08,33.33,2.46,0.28,0.04,10.83
3869326,4.54,0.1,47.59,1.32,0.16,0.05,
4484996,4.87,0.13,55.48,3.09,0.38,0.04,11.95
3355015,3.42,0.07,27.44,0.78,-0.08,0.06,12.24
3660820,3.95,0.08,31.8,0.91,-0.18,0.06,10.54
3560181,3.92,0.1,32.38,0.69,0.18,0.05,10.76
4481621,3.81,0.1,31,1.8,0.16,0.05,10.71
4760954,4.71,0.09,45.01,0.92,0.09,0.05,10.63
4381519,8.4,0.16,109.31,3.95,-0.05,0.06,8.2
4279700,3.5,0.08,31.33,0.73,0,0.05,13.05
4575645,4.44,0.08,41.33,2.12,0.2,0.05,10.99
4937056,4.78,0.1,46.78,1.69,0.01,0.05,11.02
4937576,3.55,0.07,32.99,0.93,0.01,0.05,13.34
5024851,0.76,0.04,4.38,0.22,0,0.05,35.47
4937204,4.4,0.1,39.86,0.92,-0.32,0.07,10.64
5024476,5.83,0.12,67.55,2.39,0.09,0.05,10.66
5024240,10.73,0.9,148.82,7.9,-0.07,0.06,
5023953,4.7,0.1,48.41,1.37,0.11,0.05,11.56
5023732,3.08,0.07,27.25,0.67,0,0.05,14.59
4378473,2.84,0.06,22.63,0.62,-0.34,0.07,14.29
4475934,4.35,0.09,39.73,1.13,0,0.05,10.89
4755467,4.38,0.1,36.77,0.95,-0.17,0.06,10.07
4756934,1.49,0.05,9.62,0.7,-0.37,0.07,20.75
4662939,5.53,0.1,64.17,1.39,0.3,0.04,11.06
4570555,14.83,0.28,195.19,5.1,-0.14,0.06,4.69
4843143,3.89,0.11,33.41,0.82,0.09,0.05,11.28
4569298,4.11,0.09,36.78,0.91,0.21,0.05,11.19
4569691,4.05,0.09,32.96,1.45,-0.4,0.07,10.7
4271039,5.14,0.11,46.64,1.04,-0.37,0.07,9.11
5016549,8.67,0.17,100.37,2.04,-0.54,0.07,7.17
4469886,5.47,0.1,56.77,2.47,-0.1,0.06,10.27
4469602,3.5,0.07,32.59,0.69,-0.11,0.06,13.78
5288716,4.19,0.08,35.76,0.72,-0.18,0.06,10.72
5461921,8.07,0.22,84.59,1.71,-0.34,0.07,6.65
5113910,1.29,0.03,7.47,0.41,-0.31,0.07,22.46
5112744,4.39,0.08,43.69,1.07,0,0.05,11.63
5112950,4.36,0.1,41.34,1.45,0.05,0.05,11.28
5112734,4.12,0.08,40.11,0.82,0.04,0.05,12.11
5545303,4.58,0.11,41.44,0.91,0.02,0.05,10.7
5287610,6.12,0.15,60.14,1.29,-0.05,0.06,8.16
5374118,5.6,0.11,60.48,2.28,-0.01,0.06,10.53
5112072,9.96,0.18,125.12,2.56,0.03,0.05,6.72
5112387,4.67,0.1,44.68,1.05,0.02,0.05,10.73
5111949,4.75,0.14,46.73,1.22,0.06,0.05,10.74
5283798,5.29,0.1,54.5,3.1,0.13,0.05,10.37
5193840,6.8,0.12,78.09,1.64,0,0.05,9.11
5105190,10.16,0.21,120.32,3.66,0.03,0.05,6.14
4930906,3.84,0.09,32.68,0.81,0.11,0.05,11.35
5104949,3.02,0.07,22.32,1.38,-0.09,0.06,12.6
5017711,4.01,0.1,35.92,0.93,0.05,0.05,11.47
3656231,4.23,0.08,37.69,0.86,0.02,0.05,10.92
4169130,4.25,0.08,38.37,1.04,0.12,0.05,10.99
3758458,5.87,0.11,71.28,3.65,0.14,0.05,11.17
4276070,4.55,0.09,45.09,1.25,0.28,0.04,11.33
4275625,3.71,0.08,31.99,0.71,0.07,0.05,11.93
4069447,1.26,0.03,8.05,0.21,-0.1,0.06,25.07
3660976,3.92,0.08,40.48,0.93,-0.14,0.06,14.03
3660554,4.3,0.1,39.91,1.14,-0.22,0.06,11.39
3867193,4.85,0.11,46.47,1.31,0,0.05,10.07
3973328,4.74,0.1,45.4,1.68,-0.04,0.06,10.24
4383388,4.85,0.1,45.73,0.94,0.01,0.05,10.01
4281702,3.92,0.08,31.04,1.27,-0.34,0.07,10.71
3455760,4.85,0.1,47.61,1.04,-0.1,0.06,10.36
3247570,4.22,0.08,40.58,1.42,-0.5,0.07,
3457618,3.6,0.07,35.01,0.72,0.12,0.05,13.84
4851519,3.98,0.09,34.41,1.99,-0.15,0.06,11.33
4764420,4.37,0.09,38.91,1.36,0.1,0.05,10.6
4764422,3.91,0.13,31.63,0.88,-0.15,0.06,10.77
4672904,6.05,0.13,57.63,1.26,-0.38,0.07,8.19
4480358,1.52,0.04,8.97,0.46,-0.9,0.09,19.32
4578488,5.32,0.11,47.95,1,-0.21,0.06,8.68
5026178,3.74,0.11,33.21,0.87,-0.13,0.06,11.98
4479314,2.25,0.05,19.7,0.55,-0.03,0.06,19.83
4478615,7.46,0.25,83.54,6.59,-0.39,0.07,7.31
4937770,7.78,0.14,88.92,3.25,0,0.05,7.93
4575420,6.02,0.11,64,1.72,0.02,0.05,9.1
4571962,1.12,0.03,7.38,0.28,-0.09,0.06,29.07
4844527,3.84,0.22,30.12,1.99,-0.43,0.07,10.92
4662188,2.15,0.05,15.91,0.53,-0.21,0.06,17.23
4570120,7.27,0.14,88.61,2.45,0.02,0.05,9.19
4659706,3.7,0.08,36.84,1.63,0.29,0.04,13.15
4840774,4.04,0.09,33.41,1.62,0.03,0.05,10.56
4269391,4.09,0.09,37.69,2.23,0.18,0.05,11.43
4164910,4.35,0.08,38.25,2.25,0.11,0.05,10.43
5288607,5.71,0.11,61.28,2.57,0.13,0.05,10.51
5113441,11.88,0.23,150.98,3.55,0.11,0.05,5.7
5024967,4.61,0.11,47.02,1.16,0.04,0.05,
5112974,4.34,0.09,40.26,0.96,0.01,0.05,11.15
5112880,2.78,0.06,26.92,1.02,0.01,0.05,17.46
5113041,3.97,0.08,37.67,0.96,-0.02,0.06,12.25
5112491,4.67,0.1,44.26,1.15,0.02,0.05,10.96
5112481,0.89,0.02,5.77,0.52,-0.03,0.06,32.77
5112373,4.65,0.09,44.43,0.98,0.03,0.05,10.7
5112730,4.56,0.09,44.02,1,0.06,0.05,11.04
5200152,4.75,0.1,45.31,1.44,0.06,0.05,10.99
5199906,5.87,0.12,71.25,2,0.25,0.05,11.09
5024143,9.61,0.17,119.68,3.41,0.05,0.05,6.86
4937011,4.15,0.11,29.51,2.01,-0.05,0.06,
5023889,5.34,0.1,54.42,1.26,0.09,0.05,9.73
5024043,5.6,0.11,55.49,1.17,-0.18,0.06,9.21
4937257,4.14,0.1,35.39,0.92,0.02,0.05,10.73
5285357,4.05,0.1,32.38,1.94,-0.06,0.06,10.38
5457811,3.54,0.08,31.44,0.68,0.26,0.05,12.43
5111718,10.47,0.19,132.19,2.97,0.11,0.05,6.45
5023931,4.82,0.11,49.98,1.17,0.02,0.05,
5111940,5.16,0.1,52.33,1.29,0.02,0.05,10.11
5196152,7.32,0.16,79.17,3.39,-0.11,0.06,7.46
4933594,4.09,0.08,34.16,1.4,0.1,0.05,10.49
5282875,4.69,0.1,45.9,2.3,-0.14,0.06,11.14
5371626,2.5,0.06,20.32,0.68,0.06,0.05,16.26
5283958,5.11,0.13,54.6,1.24,-0.05,0.06,11.14
4930464,4.54,0.12,43.29,0.9,-0.18,0.06,10.82