kic,dnu,numax,epsilon,alpha,A,G,phi,tau,FeH,Teff,ES,e_eps,e_al,e_A,e_G,e_phi,e_tau
10552202,4.3316260799599995,39.2349309042,0.046946485752699996,0.014373271490499998,0.0240848798458,2.83340701903,0.965083658002,11.6069301177,-0.44,4755.1,RGB,0.013999999999999999,0.002,0.004,0.5329999999999999,0.562,3.6689999999999996
9027871,4.30107871321,42.8835269634,0.0522881726881,0.0147472286603,0.0292743582521,3.04139719074,1.05687341143,10.6153303261,0.193,4650.2,RGB,0.013999999999999999,0.002,0.003,0.251,0.28300000000000003,3.3989999999999996
5112072,10.0621800931,126.18380014600001,0.191127452419,0.00950114559085,0.012672877454500001,3.03641433403,2.3296894117099995,9.88177954859,0.073,4906.1,RGB,0.009000000000000001,0.008,0.003,0.273,0.29,3.4560000000000004
9157260,18.1500473942,235.03146321,0.343035801453,0.00817800512634,0.00885293333277,3.3791498909099995,2.67223100597,10.995771941500001,-0.111,4866.9,RGB,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.21,0.124,3.3680000000000003
6929729,6.0531025955699995,65.3563931945,0.142162434276,0.00907566897308,0.0199179317542,3.2928395772,1.41538890312,9.493841876489999,0.171,4732.1,RGB,0.011000000000000001,0.006999999999999999,0.003,0.27699999999999997,0.213,3.582
10068810,5.34481382183,49.2544928549,0.09078822240000001,0.0154133970423,0.023445230845599997,2.14235016968,1.88720658257,10.5286167068,-0.222,4612.3,RGB,0.009000000000000001,0.001,0.003,0.24,0.531,3.5780000000000003
10546977,4.3516093715099995,42.9067459826,0.0406628992468,0.0148552583093,0.0284309375953,2.9372722217900002,1.73064472689,9.03406221658,0.006,4667.8,RGB,0.013999999999999999,0.002,0.004,0.332,0.305,4.024
3444374,5.73834143197,56.72435699060001,0.10969271381899999,0.012309813337799999,0.023020834751200002,2.26881926202,2.94634684532,2.16407621336,0.156,4581.2,RGB,0.009000000000000001,0.001,0.004,0.266,1.1520000000000001,1.204
6343222,7.37951112542,78.5413761205,0.135198717775,0.014129600217600001,0.0238486420563,2.7332560530000003,1.99694819727,11.004824716099998,0.299,4607.7,RGB,0.006999999999999999,0.001,0.003,0.129,0.125,3.591
7431665,5.46757450244,54.9510276409,0.06402403161619999,0.0140995302388,0.0269053725184,2.8132763036400004,2.5144405361,10.541207329099999,-0.009,4712.5,RGB,0.013999999999999999,0.002,0.004,0.221,0.28,3.557
11973853,14.6220460108,203.72392842,0.312963396489,0.00614169704637,0.00828553774189,3.15266878545,2.95158792583,9.250639423460001,-0.041,5006.9,RGB,0.006999999999999999,0.005,0.001,0.154,0.254,3.302
10992711,4.05273015889,35.270815050900005,0.0187826870602,0.0182629199306,0.029258743149700003,2.39600219516,2.8170923752999997,10.0949511664,-0.178,4534.2,RGB,0.013000000000000001,0.002,0.004,0.35100000000000003,0.8240000000000001,3.5460000000000003
6680734,2.36090363995,17.4968860119,-0.0551891766366,0.0187545137726,0.0414922903051,2.51109236582,-0.0575512652479,10.718078783500001,-0.321,4574.5,RGB,0.013999999999999999,0.002,0.005,0.45399999999999996,0.45899999999999996,3.49
10816748,3.81400864296,32.492084431100004,0.0442603912179,0.0184262541285,0.0311164943011,2.14276760764,-0.192144348375,10.145862211399999,-0.213,4647.3,RGB,0.013000000000000001,0.002,0.004,0.33299999999999996,3.306,5.372999999999999
4139784,4.79904342049,47.6545233717,0.058818278576600005,0.016035949963200003,0.0276029511918,2.8642034106299996,1.37585445523,9.152527685,0.201,4632.2,RGB,0.013999999999999999,0.002,0.003,0.212,0.254,3.989
9163153,12.4754770524,154.871909875,0.275782012488,0.011345023814100002,0.013588538670299998,3.74039232268,1.96519793039,5.19380568197,0.372,4684.3,RGB,0.006999999999999999,0.001,0.001,0.275,0.132,2.169
4991732,8.54347475757,105.981349992,0.18191326119800003,0.00946968021943,0.0163879785965,3.3295316565400004,2.06788302092,6.3435595325,0.169,4832.8,RGB,0.01,0.008,0.003,0.336,0.326,3.1260000000000003
9758246,2.8008478736299995,21.791370374099998,-0.0331716285803,0.0225409087219,0.0399002406385,2.45611766093,0.675143599956,10.0667335705,-0.114,4507.8,RGB,0.013999999999999999,0.002,0.004,0.255,0.354,3.843
4937204,4.40779409389,40.3419017309,0.0591640863031,0.014312196432700002,0.026744148647599997,2.70581404385,1.4273237407100001,11.5146239348,-0.225,4709.3,RGB(S),0.013000000000000001,0.001,0.003,0.265,0.368,3.7710000000000004
10025387,11.484000540899999,141.207865056,0.22853258089499998,0.0108380172272,0.016111151222000002,3.25561617514,2.4640675364099995,11.3030146257,0.103,4813.7,RGB,0.006999999999999999,0.01,0.002,0.13699999999999998,0.142,3.138
7347189,4.03695403625,41.0287980888,0.0633021654757,0.00961490045868,0.029840025250200002,2.97318818389,1.29655285231,9.27689713967,-0.031,4762.8,RGB,0.012,0.001,0.005,0.501,0.574,3.7
9662395,4.43446719506,48.337502898800004,0.0580404374302,0.0154318366442,0.027675711375000002,3.24696635908,0.151435782563,11.307375694300001,0.127,4767.7,AMB,0.015,0.002,0.004,0.35200000000000004,2.5669999999999997,3.645
3847071,6.13977137507,61.926957611199995,0.11352183982999998,0.0141491305736,0.024795829027299997,2.50141569878,2.1715397702200003,8.021635658200001,-0.065,4742.0,RGB,0.008,0.013000000000000001,0.003,0.09699999999999999,0.18,3.0980000000000003
7429055,6.1100189492400006,61.004592895900004,0.10585426336300001,0.015382768016200001,0.0227470595139,2.66950465968,2.1401268409400003,3.94127482878,0.135,4539.8,RGB,0.01,0.001,0.004,0.213,0.20600000000000002,1.857
3835996,4.98513498027,45.963253251800005,0.06340594526,0.0142071852676,0.0278698618898,2.377512266,1.5693048888499999,8.36808896718,-0.18,4706.8,RGB,0.01,0.001,0.003,0.16399999999999998,0.305,3.66
8545291,5.78424086753,55.0973663584,0.124675503761,0.0128463963267,0.021169618170599997,2.44865681316,2.59323081828,1.68221342738,-0.12,4675.1,RGB,0.008,0.011000000000000001,0.003,0.14,0.47700000000000004,0.638
11413138,4.62956105386,46.8941559194,0.0663338953576,0.0118148556942,0.029211200182699997,2.91170941116,1.14976661737,9.88290355594,0.202,4567.5,RGB,0.013999999999999999,0.001,0.003,0.168,0.204,3.576
9291249,4.60382792242,45.4838259167,0.0923993450172,0.012196571377,0.0327029300342,2.57123363502,1.8832975629700002,9.54855017056,0.182,4663.6,RGB,0.012,0.001,0.005,0.134,0.233,3.574
8366239,13.6952961669,185.937841522,0.30332268512899996,0.006319813300749999,0.012650013926299998,3.1310140632300003,2.78885168127,8.92443220822,-0.046,4980.7,RGB,0.006999999999999999,0.006,0.002,0.141,0.19399999999999998,3.389
4040211,4.20570341068,38.8176600184,0.03304849205,0.0170911843258,0.0294081229558,2.9059540042400003,0.9362664568610001,10.4536938913,-0.179,4714.7,RGB,0.013999999999999999,0.002,0.004,0.314,0.342,3.475
8545504,9.23375532761,110.507279934,0.20031391586800001,0.00878540488445,0.0170749620441,2.97027770501,2.6407186976,9.34847278215,-0.058,4898.5,RGB,0.01,0.001,0.003,0.5920000000000001,1.114,4.013999999999999
8824452,5.544546250210001,51.748304429300006,0.0998582444259,0.0132153655006,0.025889430321999998,2.4123449416900002,1.81022029444,9.47420534901,-0.267,4609.8,RGB,0.01,0.002,0.003,0.254,0.27899999999999997,3.5810000000000004
5023732,3.0863005992500003,27.292954085799998,-0.0301750072133,0.019498157571,0.039705822443,2.57370164063,0.561977441293,10.560934657699999,0.078,4580.7,RGB,0.013999999999999999,0.001,0.003,0.16,0.299,3.747
10095409,4.14759484288,39.810974575799996,0.0679214151892,0.0162325448554,0.030676785358700002,3.05635189117,1.5240670309,8.48731537128,-0.037,4715.2,RGB,0.013000000000000001,0.001,0.003,0.22,0.177,3.54
7273672,2.71878252513,21.0884025509,-0.029020202104700004,0.0190872717823,0.04395457444680001,2.4602769059200003,0.518713618805,8.459427678119999,0.021,4458.4,RGB,0.012,0.002,0.004,0.171,0.24100000000000002,3.722
11661782,5.77707529883,60.4351003173,0.09995337990150001,0.011792829408200001,0.022195944292900005,2.70586481003,1.87421586375,10.195552364700001,-0.231,4839.7,RGB,0.011000000000000001,0.01,0.003,0.204,0.28800000000000003,3.572
9650046,5.97134861289,68.5552422181,0.120138333954,0.006394401207689999,0.0203852311283,4.97851768783,0.345893654748,11.486925998299998,0.074,4951.8,RC(S),0.011000000000000001,0.001,0.002,0.353,0.201,3.8480000000000003
11721374,5.94363684303,60.455945829799994,0.118107836483,0.013956122808100001,0.0197405445805,3.25128134278,1.33700701279,9.65950593766,0.156,4621.2,RGB,0.009000000000000001,0.001,0.002,0.273,0.207,3.888
9145955,11.0037242596,131.966494885,0.22367190033700002,0.00827171564674,0.012100534927299999,2.82098130959,2.48135485646,9.362906685539999,-0.281,4947.5,RGB,0.006999999999999999,0.001,0.002,0.326,0.209,3.49
8613617,13.591317121600001,171.08310397,0.286923299685,0.00864486920547,0.0115999108665,3.33792657821,2.26478753542,6.66937110781,-0.037,4917.8,RGB,0.006,0.006999999999999999,0.002,0.365,0.26899999999999996,3.076
3847697,4.8662919240499996,45.7697542633,0.0830040908215,0.014507977455299999,0.0280288539835,2.39444567912,1.9334307398900001,6.96072551145,-0.003,4644.5,RGB,0.01,0.013000000000000001,0.003,0.18,0.37200000000000005,3.675
3938291,9.31548155654,116.869187673,0.17395491183400003,0.010005718030399999,0.0154870903433,3.21065202432,2.38098498308,9.631965674360002,-0.024,4955.3,RGB,0.013999999999999999,0.002,0.003,0.36200000000000004,0.316,3.807
10659842,6.9840819525699995,75.7255352445,0.13784401139,0.01063950738,0.023213482639200003,2.6730879875099998,2.28417995204,5.8405957625800005,-0.207,4858.2,RGB,0.006999999999999999,0.00061,0.003,0.087,0.14800000000000002,2.636
10910674,4.0425302071599996,36.2638918212,0.0463837159892,0.0159432909733,0.026648445666799997,2.4054313054099996,1.22164851914,10.6031562229,-0.024,4625.3,RGB,0.012,0.001,0.005,0.336,0.45299999999999996,3.463
5597965,5.5584254504,55.0189966963,0.104214609692,0.0136050598878,0.026572417443200002,2.91631015364,1.45080595194,9.349462364299999,-0.096,4795.7,RGB,0.012,0.012,0.003,0.155,0.19399999999999998,3.2230000000000003
3545147,5.274635118969999,55.487288273000004,0.0893597282461,0.0115623974426,0.0374300180841,1.59363586275,-2.445268645539586,6.41358435876,0.133,4701.0,RGB,0.011000000000000001,0.01,0.008,0.047,0.387,3.8939999999999997
6843705,3.46413004214,30.1192775711,0.0135203238545,0.0196386214243,0.0347486862723,2.16381425393,1.33028705869,11.702893597300001,-0.235,4733.2,RGB,0.015,0.002,0.004,0.223,0.8859999999999999,3.375
10095427,6.08575227848,57.833577732399995,0.0966284528445,0.0111593586139,0.024231991847000003,2.13445104002,2.8232436684599995,9.826996278089998,-0.354,4626.0,RGB,0.01,0.001,0.003,0.16699999999999998,0.32799999999999996,3.582
7516687,4.07793700556,35.4397355273,0.056227587170900005,0.0166135456541,0.026720578583,2.4147582554900002,1.66611144915,9.01360926428,0.004,4540.2,RGB,0.013000000000000001,0.001,0.005,0.45399999999999996,1.228,3.727
10602015,14.217029954700001,185.52177577400002,0.298272172699,0.00742447873469,0.0144498384287,2.92949721427,2.7661006963,6.419687217969999,0.106,4933.6,RGB,0.004,0.006999999999999999,0.002,0.091,0.14,2.8760000000000003
9075225,5.380290014140001,56.135442119,0.09636408044610001,0.012678493971599999,0.021357064035400004,2.7777630364599997,1.6804643128299999,10.620515299,-0.021,4772.7,RGB,0.01,0.011000000000000001,0.003,0.125,0.226,4.449
11559645,3.0507785725,26.606079327199996,-0.00783405974302,0.0200323727327,0.037235852290199996,2.61912740181,0.0543669039776,12.643914916099998,-0.176,4704.9,RGB,0.016,0.002,0.005,0.29,0.508,4.542
6850177,4.6159702212000004,45.135253262,0.0780109294125,0.017351631569400002,0.0277630702368,3.5922516489699996,1.3772182423100001,10.512170530599999,0.078,4675.1,RGB,0.013000000000000001,0.002,0.003,0.237,0.19399999999999998,3.34
10352615,5.7019259269800004,61.602194547399996,0.135977386593,0.00980355933505,0.0233358034204,2.7950864606,1.72422248407,7.112182958410001,0.074,4780.5,RGB,0.01,0.008,0.003,0.131,0.218,3.37
11515377,14.790278519000001,194.821745878,0.288323322886,0.008139608099670001,0.010410787065799999,3.7593981229900004,2.46057560218,10.3612430793,-0.086,4968.4,RGB,0.009000000000000001,0.006999999999999999,0.001,0.275,0.179,3.575
11509608,4.0545277442800005,33.5924307491,0.031427405740999996,0.015728590447,0.0329466765064,2.8309078241,1.22887925,3.44901210683,-0.765,4732.6,RGB,0.013999999999999999,0.002,0.004,0.271,0.276,2.3280000000000003
10416550,5.05064901499,47.7505041015,0.0668657379187,0.0153937231388,0.026923085331900003,2.42728420189,1.9323559706,5.72272851943,-0.173,4706.0,RGB,0.012,0.0009,0.003,0.16,0.381,3.219
9475697,9.84091273767,114.76664209999998,0.21830495831099997,0.00965399605809,0.0151215989901,2.8764132409099994,2.3778310119299997,9.21840611098,0.131,4782.7,RGB,0.006999999999999999,0.008,0.002,0.16,0.184,3.469
2437040,3.0340687845999996,25.4268545754,-0.0023181298477100002,0.017228782182900002,0.034514256961300005,2.67474156198,1.2203472099,9.93849021856,0.432,4301.9,RGB,0.011000000000000001,0.001,0.004,0.226,0.247,3.4339999999999997
11563791,5.039494750849999,42.6187606688,0.036238736934199996,0.0163575734127,0.026254679475599996,2.2383428495200004,2.6586988538900003,9.51839109469,-1.265,4928.6,RGB,0.012,0.002,0.003,0.26,0.434,3.597
4902701,4.13233068163,35.7173462506,0.0613039906785,0.017096145110899998,0.0277046176606,2.00472153574,-0.607250314383,10.5654145693,-0.011,4504.8,RGB,0.012,0.001,0.005,0.373,3.77,3.41
11083613,8.62684868305,88.7561211756,0.180999559212,0.0121037396992,0.0150499216314,2.81848832325,2.23400158718,10.603706957,-0.387,4742.7,RGB,0.008,0.01,0.002,0.237,0.22399999999999998,3.6289999999999996
10087394,5.96161251852,59.001302770200006,0.10574639334,0.0164266529866,0.0256769052713,2.7542652712700004,1.8317747782299998,10.9036995596,0.064,4643.3,RGB,0.01,0.001,0.003,0.168,0.162,3.236
6185790,4.6563732585699995,42.5685271143,0.0590598816419,0.016503936114299997,0.0252021521875,2.5500157004400004,0.9372248034880001,10.4864045799,-0.054,4631.6,RGB(S),0.013000000000000001,0.001,0.004,0.306,0.55,3.45
9941141,7.969080899,90.003266726,0.186901986346,0.01246049007,0.0154541273865,3.3276313255,2.16818707519,4.104555954549999,0.324,4637.5,RGB,0.009000000000000001,0.001,0.002,0.313,0.23,1.791
9536330,2.68419284901,22.3803103806,-0.00140869095265,0.013321360253899999,0.0359151104937,2.68223972026,-0.300003526787,11.991138875799999,0.053,4538.2,RGB,0.013000000000000001,0.002,0.006,0.8390000000000001,0.513,3.307
11775511,5.2655996543,48.193665797,0.09079569071900001,0.0157826076865,0.025581688503400004,2.26245703071,1.5415147775600002,9.58639040352,-0.208,4651.9,RGB,0.009000000000000001,0.001,0.003,0.203,0.364,3.7489999999999997
9580991,5.67339785334,61.967361500600006,0.135635690123,0.013178965191200001,0.0246748322837,3.60477912111,1.1009194626,10.0569549885,-0.098,4897.2,RGB,0.012,0.001,0.003,0.253,0.218,3.372
2435987,4.186085950530001,37.718713124299995,0.024429877005500002,0.0177914502942,0.0298393791203,2.33608032201,1.34515207243,10.004781719299999,0.383,4434.2,RGB,0.012,0.001,0.003,0.184,0.301,3.98
10743515,4.53801294514,45.4253917755,0.0627036466854,0.011678428337,0.026086479312900004,2.08772341993,1.20781478053,10.4375207996,0.193,4652.5,RGB,0.011000000000000001,0.001,0.004,0.215,0.72,3.484
11905840,10.2749008533,120.54577121,0.216936155154,0.00912900129498,0.016906611916700003,2.7433074422400003,2.4972731632099996,7.21272607592,-0.214,4965.0,RGB,0.006,0.008,0.002,0.1,0.16899999999999998,3.572
4345370,4.04274280456,32.369094004299996,0.0362114097534,0.020288914538599996,0.033063556057,2.11806789872,1.34807813868,7.8440022433,-1.011,4790.9,RGB,0.011000000000000001,0.001,0.003,0.132,0.363,3.967
10747862,3.7274432773500004,30.836963584099998,0.0250298742439,0.0198993763125,0.0329926764459,2.2793676136200003,1.71166747325,7.152435021880001,-0.307,4536.5,RGB,0.013999999999999999,0.002,0.004,0.247,0.515,4.383
6755907,4.807861583919999,43.746354762799996,0.074966096664,0.0138232812935,0.023093668885599997,2.68877789744,0.6777546479530001,10.6658673844,-0.049,4538.1,RGB,0.012,0.001,0.004,0.32899999999999996,0.483,3.66
5196152,7.355920286839999,80.0210927398,0.146425790943,0.00971196912627,0.021386969680800002,2.37744099688,2.7989305022799997,6.257669417869999,-0.003,4793.5,RGB,0.01,0.008,0.004,0.242,0.818,3.213
7270142,5.43336004794,53.4451101707,0.113249929672,0.0139414053385,0.021621642795500003,2.43458269382,2.2624548036200003,6.56847088127,0.16,4601.6,RGB,0.01,0.012,0.004,0.214,0.285,3.498
6755373,5.19288824686,51.08059860149999,0.120927788253,0.0104213417965,0.0260009864443,2.5281652996,2.17396731948,8.189372035560002,0.039,4667.3,RGB,0.011000000000000001,0.009000000000000001,0.004,0.212,0.359,3.938
9581445,5.776335422640001,61.332589276899995,0.104168441469,0.011832557394999998,0.0230271375478,2.71977956443,1.9896917723099998,9.292830506849999,0.227,4711.0,RGB,0.009000000000000001,0.01,0.003,0.102,0.18100000000000002,3.997
11567563,4.3610515778800005,42.5539024148,0.0791284026804,0.012356745218200002,0.027557939773499997,2.3929809326400004,-0.0865927204856,10.2046872019,0.108,4680.4,RGB,0.011000000000000001,0.002,0.005,0.35100000000000003,3.092,4.0489999999999995
9711269,6.3931179061300005,65.2448253013,0.130083174457,0.0144055666263,0.0209402064646,2.7533937884400004,2.03320525065,9.810040860279999,0.232,4576.3,RGB,0.009000000000000001,0.013000000000000001,0.002,0.171,0.217,3.366
12215647,4.9516042231,49.2511273267,0.0719482436113,0.0141484355571,0.0256339483739,2.82112866393,1.08024000375,12.3021372782,0.162,4651.1,RGB,0.011000000000000001,0.001,0.003,0.13699999999999998,0.215,3.67
9652704,14.5383590745,187.824364784,0.287827541427,0.007756748318450001,0.0109944906907,3.06984745411,2.8260648506,6.25226869528,0.158,4829.2,RGB,0.005,0.006999999999999999,0.001,0.14400000000000002,0.151,2.7439999999999998
10801063,16.0564088079,200.28467057400002,0.309408470498,0.00789329845965,0.0102284321575,2.75974611147,-3.1409571598295862,4.727692644459999,-0.247,4848.5,RGB,0.005,0.006999999999999999,0.002,0.17600000000000002,0.17600000000000002,1.9409999999999998
5023889,5.34939030699,54.1587807628,0.10805000264499999,0.0115381223575,0.0248536903353,1.70233511622,0.6785172054449999,9.746844531219999,0.196,4619.6,RGB,0.009000000000000001,0.0008300000000000001,0.004,0.263,0.6579999999999999,3.608
11087371,11.5552167802,145.49533290000002,0.235646446096,0.009583411078299998,0.0103616013945,3.25021911003,2.25706688125,3.5792434909199993,0.296,4750.1,RGB,0.006999999999999999,0.008,0.002,0.292,0.272,1.703
11521197,6.16813362669,67.7007993855,0.100560305043,0.011332214147000001,0.023560685519500003,2.55023523784,2.5074920613400002,7.5735301775999995,-0.033,4828.6,RGB(S),0.01,0.001,0.004,0.153,0.203,3.58
9786625,4.67380350585,46.472543485100005,0.08684849277130001,0.0121348818436,0.027761636337599996,2.63704168173,2.01659268319,10.5677225066,0.098,4650.2,RGB,0.012,0.001,0.004,0.22699999999999998,0.24,3.737
11358755,3.9939095290499997,36.5795159404,0.0235357079673,0.0159042455599,0.037823731424,2.26708658368,2.07249403523,11.6783075352,0.036,4630.5,RGB,0.012,0.001,0.004,0.134,0.245,4.055
9535399,5.75284795911,58.017985976599995,0.0919835682077,0.0146809781855,0.0215014225186,2.3621950595700003,1.51996948447,6.9519870604600005,0.281,4554.5,RGB,0.01,0.002,0.005,0.883,0.489,3.798
9080407,4.71737767976,45.647030811499995,0.07520063036510001,0.014312015713700001,0.024478789806900002,2.9329206687700005,1.63288399366,10.7763015709,-0.093,4753.6,RGB,0.013000000000000001,0.002,0.003,0.35600000000000004,0.214,3.79
10272641,8.18849873457,90.6226431109,0.15015321646500002,0.011631395437,0.022584479012899998,2.7216009792199998,2.73188633358,5.4440541082000005,-0.127,4857.7,RGB,0.01,0.001,0.004,0.18,0.14300000000000002,2.4219999999999997
8742013,3.15477267975,25.3449920483,-0.0141454372184,0.0199720591134,0.039072186530599996,2.2835342592299996,1.23055100856,8.21729795796,-0.43,4675.2,RGB(S),0.012,0.002,0.004,0.19699999999999998,0.39799999999999996,4.096
5857618,6.309977153539999,72.0893689396,0.113752496866,0.0100584855805,0.0223271239383,3.2709589567400004,1.57604436261,9.90790757804,0.303,4702.6,RGB(S),0.012,0.001,0.003,0.311,0.359,4.015
6424157,8.86086019857,100.129118134,0.19925072142900002,0.010573660902100001,0.017822919895400004,2.53669869998,2.9287693519099998,8.08841537668,0.085,4765.0,RGB,0.008,0.001,0.003,0.23600000000000002,0.588,4.315
7674224,10.7593062471,130.86389775,0.221426071201,0.00954961207465,0.0143862569927,3.3088287940599996,2.1525654085,13.3688346719,0.253,4765.8,RGB,0.006,0.009000000000000001,0.002,0.151,0.171,3.02
8081278,3.80919875131,33.877272092199995,0.0434687972737,0.012223211633299999,0.03338504658,2.42993074033,1.05543581721,12.240511825799999,0.078,4529.5,RGB,0.013000000000000001,0.002,0.006,1.0290000000000001,0.68,3.861
10973854,3.56518894547,31.303833685,0.00448062267708,0.016037579080100003,0.0334957479516,2.54082947698,1.43605414197,11.3353698507,0.071,4532.5,RGB,0.012,0.001,0.004,0.177,0.25,3.398
11518492,5.338487034090001,52.8960384416,0.109770859598,0.014780215143,0.024200857183500003,2.8565643420200004,1.8640916337400002,8.77142734491,0.124,4671.8,RGB,0.01,0.013000000000000001,0.003,0.21100000000000002,0.182,3.418
11357686,5.84632288054,56.2711267146,0.101881924015,0.0164998785024,0.025222168178900002,2.54036786645,2.2563110227700003,10.565113414199999,0.03,4566.5,RGB,0.011000000000000001,0.001,0.003,0.198,0.319,3.569
9658793,4.43649942438,40.4998689115,0.055680227185699996,0.014482674473299999,0.0257369783662,2.76039684434,1.3206633775,9.16609815042,-0.16,4695.9,RGB,0.013999999999999999,0.001,0.003,0.313,0.287,4.111000000000001
9351617,4.32532533088,38.5622028836,0.015750504786,0.012914263140100002,0.030633250482200003,2.4514031065,0.7312941901960001,7.154105113210001,0.006,4835.7,RC(S),0.013000000000000001,0.002,0.004,0.26899999999999996,0.462,4.039
8675106,6.61183931036,73.0750233672,0.14422694773800002,0.0104277749038,0.021075404334400003,3.0542044427499997,1.96298492238,10.231643745,0.235,4723.8,RGB,0.009000000000000001,0.009000000000000001,0.003,0.145,0.18,3.815
3733028,13.252470620799999,178.741464751,0.29363530681999994,0.00739638337717,0.013814143104100002,3.06004630612,2.6437847853400003,7.14470982348,0.108,4964.9,RGB,0.006,0.006999999999999999,0.002,0.10099999999999999,0.134,3.701
9145781,17.6857586948,241.485502646,0.360787456267,0.006159910067609999,0.0116673093964,2.8195652091500003,-3.0551275156795863,8.52556735534,0.116,4900.0,RGB,0.006999999999999999,0.005,0.002,0.377,0.852,3.552
2018392,3.7559089741199996,33.5061540338,0.024341110802599996,0.017242264261700002,0.0304572773057,2.52532488237,1.1245572269700002,9.082513899730001,-0.082,4664.0,RGB,0.015,0.002,0.004,0.466,0.384,4.277
2570384,6.382008513860001,61.4187993307,0.110050515923,0.0195711112243,0.031079256323099998,3.27790082246,1.18398499687,13.5380915851,0.387,4553.3,RGB(S),0.017,0.001,0.003,0.16899999999999998,0.184,2.991
7109120,5.95248926164,60.8250529238,0.113012776606,0.0144871733792,0.030365989965900002,1.59496428471,1.96339636164,10.0320866237,0.424,4518.7,RGB,0.009000000000000001,0.013000000000000001,0.004,0.047,0.265,4.567
11287936,5.31295136484,51.472247486099995,0.09967950739589998,0.016494731643,0.0263064330632,3.2493293850300002,1.573643519,10.7781029551,0.055,4671.5,RGB,0.013000000000000001,0.002,0.003,0.267,0.177,3.389
10991673,4.36434214022,41.764939612,0.052681943688000006,0.014477320563000001,0.028318545603400004,2.62227567836,1.8886935663799997,9.696271585269999,0.016,4688.0,RGB,0.012,0.001,0.003,0.151,0.237,3.4189999999999996
8086192,7.08760560601,75.5318812179,0.146199331545,0.0121507331123,0.022655926778599997,2.69388342259,2.41878739001,8.13771954848,0.104,4699.5,RGB,0.009000000000000001,0.001,0.003,0.14800000000000002,0.188,3.616
12217154,4.617836950169999,46.4435620101,0.0167077379962,0.014589358352600001,0.0274495733617,2.61353282378,0.8602958799179999,10.624497377,-0.016,4890.2,RC(S),0.015,0.001,0.003,0.228,0.44299999999999995,3.3739999999999997
